farm_id,room_id,date,week,day_of_week,age_days,birds_start,mortality_daily,birds_end,cumulative_mortality,avg_weight_kg,daily_gain_kg,feed_kg_total,feed_kg_per_bird,water_liters_total,eggs_produced,avg_egg_weight_g,egg_grade_A_pct,temperature_c,humidity_pct,stress_index,feed_price_per_kg_usd,feed_cost_usd,med_cost_usd,energy_cost_usd,labor_cost_usd,other_costs_usd,total_costs_usd,egg_price_per_dozen_usd,egg_revenue_usd,profit_usd,fcr
FARM_V2,R02,2027-04-25,77,1,532,642,1,641,359,3.935,0.022,181.877,0.2833,358.878,611,51.1,89.6,24.2,63.2,0.009,0.471,85.62,1.68,4.25,8.22,2.94,102.71,2.42,123.22,20.51,12.877
FARM_V2,R02,2027-04-26,77,2,533,641,0,641,359,3.923,0.01,174.365,0.272,357.037,627,53.5,94.1,24.2,57.2,0.009,0.484,84.46,1.28,4.28,8.38,2.95,101.35,2.25,117.56,16.21,27.202
FARM_V2,R02,2027-04-27,77,3,534,641,0,641,359,3.876,-0.037,165.434,0.2581,406.394,637,57.1,86.1,23.5,63.1,0.0,0.471,77.92,1.28,4.19,7.99,3.32,94.7,2.46,130.58,35.88,0.0
FARM_V2,R02,2027-04-28,77,4,535,641,0,641,359,3.927,0.014,185.21,0.2889,432.675,655,53.4,88.6,21.4,55.4,0.0,0.479,88.78,1.28,4.46,7.67,3.08,105.27,2.23,121.72,16.45,20.639
FARM_V2,R02,2027-04-29,77,5,536,641,1,640,360,3.952,0.039,184.889,0.2884,426.906,604,52.9,88.2,21.9,61.7,0.0,0.466,86.23,1.68,4.33,7.88,3.45,103.57,2.3,115.77,12.2,7.396
FARM_V2,R02,2027-04-30,77,6,537,640,1,639,361,3.926,0.013,173.98,0.2718,343.04,613,52.8,85.3,22.1,58.8,0.0,0.468,81.49,1.68,3.88,7.8,2.2,97.05,2.53,129.24,32.19,20.911
FARM_V2,R02,2027-05-01,77,7,538,639,2,637,363,3.922,0.009,186.735,0.2922,464.553,595,55.0,95.0,21.8,55.4,0.0,0.474,88.51,2.08,3.78,7.94,3.72,106.03,2.45,121.48,15.45,32.47
FARM_V2,R02,2027-05-02,78,1,539,637,1,636,364,3.884,-0.029,180.411,0.2832,368.186,614,51.0,89.8,22.4,57.7,0.0,0.49,88.42,1.67,3.88,7.9,3.4,105.27,2.37,121.27,16.0,0.0
FARM_V2,R02,2027-05-03,78,2,540,636,1,635,365,3.878,-0.035,182.881,0.2875,343.44,651,55.4,87.1,22.0,54.5,0.0,0.482,88.07,1.67,3.78,8.27,2.83,104.62,2.44,132.37,27.75,0.0
FARM_V2,R02,2027-05-04,78,3,541,635,0,635,365,3.934,0.021,182.183,0.2869,405.765,652,58.9,89.3,23.6,53.5,0.0,0.483,87.99,1.27,4.32,8.39,3.04,105.01,2.53,137.46,32.45,13.662
FARM_V2,R02,2027-05-05,78,4,542,635,0,635,365,3.917,0.004,170.744,0.2689,365.76,635,54.2,92.6,22.7,63.5,0.0,0.483,82.39,1.27,3.62,7.69,2.79,97.76,2.29,121.18,23.42,67.222
FARM_V2,R02,2027-05-06,78,5,543,635,1,634,366,3.88,-0.033,165.574,0.2607,379.095,614,58.0,93.3,21.6,64.6,0.0,0.485,80.27,1.67,3.79,8.0,2.22,95.95,2.28,116.66,20.71,0.0
FARM_V2,R02,2027-05-07,78,6,544,634,2,632,368,3.951,0.038,168.062,0.2651,389.91,590,54.4,91.0,21.7,53.9,0.0,0.464,78.02,2.07,4.28,7.77,2.31,94.45,2.46,120.95,26.5,6.976
FARM_V2,R02,2027-05-08,78,7,545,632,0,632,368,3.877,-0.036,172.364,0.2727,353.288,652,55.0,92.1,21.4,58.6,0.0,0.49,84.46,1.26,3.73,7.77,3.03,100.25,2.53,137.46,37.21,0.0
FARM_V2,R02,2027-05-09,79,1,546,632,1,631,369,3.891,-0.022,182.59,0.2889,450.616,643,54.5,94.1,22.7,54.7,0.0,0.482,88.01,1.66,4.14,7.67,3.5,104.98,2.34,125.38,20.4,0.0
FARM_V2,R02,2027-05-10,79,2,547,631,0,631,369,3.919,0.006,172.549,0.2735,384.279,589,57.1,85.4,23.4,62.4,0.0,0.476,82.15,1.26,3.73,8.27,3.21,98.62,2.17,106.51,7.89,45.576
FARM_V2,R02,2027-05-11,79,3,548,631,1,630,370,3.938,0.025,172.497,0.2734,422.139,643,58.6,90.1,24.0,62.9,0.0,0.473,81.59,1.66,3.64,8.22,3.07,98.18,2.53,135.57,37.39,10.935
FARM_V2,R02,2027-05-12,79,4,549,630,0,630,370,3.882,-0.031,172.778,0.2743,405.72,625,54.7,92.6,22.9,53.6,0.0,0.488,84.26,1.26,3.71,8.21,2.42,99.86,2.31,120.31,20.45,0.0
FARM_V2,R02,2027-05-13,79,5,550,630,2,628,372,3.949,0.036,171.293,0.2719,330.75,612,57.3,94.3,22.2,56.1,0.0,0.472,80.84,2.06,3.89,7.62,3.0,97.41,2.19,111.69,14.28,7.553
FARM_V2,R02,2027-05-14,79,6,551,628,0,628,372,3.914,0.001,171.821,0.2736,406.944,627,51.5,87.8,23.8,62.7,0.0,0.473,81.21,1.26,3.77,8.13,3.25,97.62,2.35,122.79,25.17,273.6
FARM_V2,R02,2027-05-15,79,7,552,628,1,627,373,3.945,0.032,166.858,0.2657,359.844,607,50.7,85.6,21.3,62.2,0.0,0.466,77.79,1.66,4.01,8.26,3.11,94.83,2.48,125.45,30.62,8.303
FARM_V2,R02,2027-05-16,80,1,553,627,0,627,373,3.937,0.024,165.273,0.2636,351.12,615,53.9,92.8,22.8,57.3,0.0,0.461,76.24,1.25,4.1,7.66,3.46,92.71,2.45,125.56,32.85,10.983
FARM_V2,R02,2027-05-17,80,2,554,627,1,626,374,3.88,-0.033,170.536,0.272,396.891,586,49.6,92.8,21.7,60.9,0.0,0.459,78.2,1.65,3.52,8.32,3.45,95.14,2.22,108.41,13.27,0.0
FARM_V2,R02,2027-05-18,80,3,555,626,0,626,374,3.921,0.008,177.772,0.284,404.396,576,57.6,87.2,23.3,58.4,0.0,0.475,84.43,1.25,4.12,8.0,3.25,101.05,2.24,107.52,6.47,35.498
FARM_V2,R02,2027-05-19,80,4,556,626,1,625,375,3.937,0.024,177.056,0.2828,356.194,623,54.7,94.1,22.7,52.8,0.0,0.479,84.8,1.65,3.66,7.82,2.87,100.8,2.29,118.89,18.09,11.785
FARM_V2,R02,2027-05-20,80,5,557,625,0,625,375,3.952,0.039,172.19,0.2755,330.0,571,56.2,94.0,22.4,54.8,0.0,0.461,79.35,1.25,4.0,7.77,3.12,95.49,2.43,115.63,20.14,7.064
FARM_V2,R02,2027-05-21,80,6,558,625,0,625,375,3.907,-0.006,176.946,0.2831,321.875,616,57.3,85.0,22.8,55.3,0.0,0.459,81.3,1.25,3.42,7.63,2.78,96.38,2.31,118.58,22.2,0.0
FARM_V2,R02,2027-05-22,80,7,559,625,0,625,375,3.951,0.038,181.971,0.2912,375.625,619,56.3,93.2,21.2,54.0,0.0,0.468,85.17,1.25,3.49,8.36,3.48,101.75,2.17,111.94,10.19,7.662
FARM_V2,R02,2027-05-23,81,1,560,625,0,625,375,3.885,-0.028,176.051,0.2817,334.375,632,59.2,93.1,21.5,58.4,0.0,0.474,83.46,1.25,3.68,8.18,3.58,100.15,2.26,119.03,18.88,0.0
FARM_V2,R02,2027-05-24,81,2,561,625,1,624,376,3.915,0.002,164.776,0.2636,373.75,620,52.9,92.5,22.3,53.6,0.0,0.467,76.99,1.65,3.83,8.18,3.29,93.94,2.46,127.1,33.16,131.821
FARM_V2,R02,2027-05-25,81,3,562,624,0,624,376,3.88,-0.033,173.218,0.2776,390.624,625,60.0,85.5,21.1,53.3,0.0,0.46,79.65,1.25,3.41,8.22,2.78,95.31,2.42,126.04,30.73,0.0
FARM_V2,R02,2027-05-26,81,4,563,624,2,622,378,3.937,0.024,175.342,0.281,353.808,562,54.4,90.9,21.2,57.1,0.0,0.465,81.62,2.05,3.63,8.29,3.66,99.25,2.37,111.0,11.75,11.708
FARM_V2,R02,2027-05-27,81,5,564,622,0,622,378,3.899,-0.014,180.807,0.2907,436.644,561,53.4,85.9,21.2,58.6,0.0,0.462,83.49,1.24,3.4,8.03,3.52,99.68,2.32,108.46,8.78,0.0
FARM_V2,R02,2027-05-28,81,6,565,622,1,621,379,3.924,0.011,171.0,0.2749,339.612,574,57.6,88.1,23.3,63.7,0.0,0.454,77.6,1.64,3.49,7.86,3.16,93.75,2.15,102.84,9.09,24.993
FARM_V2,R02,2027-05-29,81,7,566,621,0,621,379,3.878,-0.035,175.785,0.2831,360.801,625,56.1,88.3,21.6,58.8,0.0,0.456,80.16,1.24,3.84,8.16,2.14,95.54,2.47,128.65,33.11,0.0
FARM_V2,R02,2027-05-30,82,1,567,621,1,620,380,3.908,-0.005,180.91,0.2913,417.933,564,54.8,86.1,23.6,52.9,0.0,0.469,84.82,1.64,3.46,8.05,2.64,100.61,2.35,110.45,9.84,0.0
FARM_V2,R02,2027-05-31,82,2,568,620,0,620,380,3.891,-0.022,179.45,0.2894,420.36,574,54.3,91.8,23.5,60.6,0.0,0.464,83.31,1.24,3.53,7.81,3.6,99.49,2.37,113.37,13.88,0.0
FARM_V2,R02,2027-06-01,82,3,569,620,0,620,380,3.918,0.005,165.852,0.2675,400.52,573,55.4,91.2,21.0,58.8,0.0,0.47,77.92,1.24,3.63,8.14,2.09,93.02,2.14,102.19,9.17,53.501
FARM_V2,R02,2027-06-02,82,4,570,620,0,620,380,3.949,0.036,172.321,0.2779,401.76,609,54.3,94.1,21.9,62.7,0.0,0.473,81.56,1.24,3.36,8.1,3.62,97.88,2.15,109.11,11.23,7.72
FARM_V2,R02,2027-06-03,82,5,571,620,0,620,380,3.943,0.03,172.393,0.2781,391.84,575,55.9,90.9,21.5,54.8,0.0,0.454,78.3,1.24,3.78,8.18,3.4,94.9,2.48,118.83,23.93,9.268
FARM_V2,R02,2027-06-04,82,6,572,620,1,619,381,3.88,-0.033,173.781,0.2803,401.14,618,55.4,90.9,23.0,62.9,0.0,0.467,81.11,1.64,3.23,7.82,3.41,97.21,2.47,127.2,29.99,0.0
FARM_V2,R02,2027-06-05,82,7,573,619,1,618,382,3.918,0.005,176.102,0.2845,411.635,575,52.7,89.6,22.5,62.8,0.0,0.46,80.95,1.64,3.31,8.11,2.76,96.77,2.33,111.65,14.88,56.899
FARM_V2,R02,2027-06-06,83,1,574,618,0,618,382,3.926,0.013,179.452,0.2904,326.304,561,57.8,86.1,22.1,52.4,0.0,0.464,83.35,1.24,3.7,8.01,2.47,98.77,2.29,107.06,8.29,22.337
FARM_V2,R02,2027-06-07,83,2,575,618,0,618,382,3.938,0.025,169.059,0.2736,390.576,576,59.5,89.2,21.5,55.7,0.0,0.452,76.47,1.24,3.44,8.08,2.43,91.66,2.47,118.56,26.9,10.942
FARM_V2,R02,2027-06-08,83,3,576,618,1,617,383,3.914,0.001,171.857,0.2781,365.238,596,57.4,88.9,22.7,58.2,0.0,0.468,80.47,1.64,3.23,7.9,3.37,96.61,2.26,112.25,15.64,278.086
FARM_V2,R02,2027-06-09,83,4,577,617,0,617,383,3.938,0.025,178.735,0.2897,358.477,603,55.8,94.4,22.9,51.5,0.0,0.452,80.8,1.23,3.19,8.09,2.84,96.15,2.37,119.09,22.94,11.587
FARM_V2,R02,2027-06-10,83,5,578,617,0,617,383,3.945,0.032,170.828,0.2769,373.285,593,54.9,86.0,21.2,60.4,0.0,0.46,78.63,1.23,3.57,7.68,3.54,94.65,2.45,121.07,26.42,8.652
FARM_V2,R02,2027-06-11,83,6,579,617,0,617,383,3.884,-0.029,179.073,0.2902,405.986,601,52.0,86.9,20.8,51.8,0.0,0.466,83.42,1.23,3.32,7.8,2.49,98.26,2.33,116.69,18.43,0.0
FARM_V2,R02,2027-06-12,83,7,580,617,1,616,384,3.91,-0.003,171.025,0.2772,385.625,570,54.9,86.0,20.9,59.2,0.0,0.467,79.89,1.63,3.59,8.31,2.88,96.3,2.15,102.12,5.82,0.0
FARM_V2,R02,2027-06-13,84,1,581,616,3,613,387,3.928,0.015,177.721,0.2885,385.0,584,57.9,86.1,21.0,56.4,0.0,0.453,80.45,2.43,3.06,8.03,3.5,97.47,2.17,105.61,8.14,19.234
FARM_V2,R02,2027-06-14,84,2,582,613,1,612,388,3.896,-0.017,176.905,0.2886,337.15,603,56.0,87.8,20.4,52.0,0.0,0.448,79.22,1.63,3.39,8.27,2.73,95.24,2.21,111.05,15.81,0.0
FARM_V2,R02,2027-06-15,84,3,583,612,0,612,388,3.901,-0.012,170.952,0.2793,321.3,586,58.8,93.0,22.0,54.7,0.0,0.464,79.32,1.22,3.42,8.03,2.27,94.26,2.24,109.39,15.13,0.0
FARM_V2,R02,2027-06-16,84,4,584,612,1,611,389,3.897,-0.016,173.763,0.2839,343.332,540,55.4,87.9,22.1,58.0,0.0,0.467,81.09,1.62,3.14,8.04,2.32,96.21,2.28,102.6,6.39,0.0
FARM_V2,R02,2027-06-17,84,5,585,611,2,609,391,3.917,0.004,158.533,0.2595,378.82,589,56.2,89.3,20.6,57.0,0.0,0.449,71.17,2.02,3.35,8.23,2.52,87.29,2.25,110.44,23.15,64.866
FARM_V2,R02,2027-06-18,84,6,586,609,1,608,392,3.887,-0.026,158.436,0.2602,366.009,560,54.7,93.8,22.4,52.0,0.0,0.45,71.37,1.62,3.31,8.07,2.57,86.94,2.27,105.93,18.99,0.0
FARM_V2,R02,2027-06-19,84,7,587,608,0,608,392,3.93,0.017,170.704,0.2808,345.952,585,53.7,89.2,22.3,60.0,0.0,0.459,78.37,1.22,3.12,7.93,2.41,93.05,2.48,120.9,27.85,16.515
FARM_V2,R02,2027-06-20,85,1,588,608,0,608,392,3.914,0.001,167.2,0.275,401.888,574,57.7,89.2,20.6,61.0,0.0,0.467,78.05,1.22,3.51,7.61,2.37,92.76,2.4,114.8,22.04,275.0
FARM_V2,R02,2027-06-21,85,2,589,608,1,607,393,3.895,-0.018,171.827,0.2826,389.12,559,54.7,92.4,21.3,56.3,0.0,0.454,77.98,1.62,3.04,7.87,3.48,93.99,2.31,107.61,13.62,0.0
FARM_V2,R02,2027-06-22,85,3,590,607,1,606,394,3.882,-0.031,161.397,0.2659,385.445,573,55.0,88.5,22.6,60.7,0.0,0.454,73.23,1.61,3.11,8.31,3.12,89.38,2.2,105.05,15.67,0.0
FARM_V2,R02,2027-06-23,85,4,591,606,0,606,394,3.916,0.003,159.797,0.2637,302.394,552,56.8,87.7,22.2,51.4,0.0,0.455,72.74,1.21,3.51,8.04,2.76,88.26,2.19,100.74,12.48,87.897
FARM_V2,R02,2027-06-24,85,5,592,606,0,606,394,3.936,0.023,166.179,0.2742,402.99,545,50.0,94.1,20.6,54.9,0.0,0.442,73.38,1.21,3.55,7.87,3.1,89.11,2.44,110.82,21.71,11.923
FARM_V2,R02,2027-06-25,85,6,593,606,1,605,395,3.943,0.03,168.019,0.2773,362.388,586,55.7,94.5,20.6,57.2,0.0,0.455,76.46,1.61,3.51,8.21,2.38,92.17,2.49,121.6,29.43,9.242
FARM_V2,R02,2027-06-26,85,7,594,605,1,604,396,3.883,-0.03,172.476,0.2851,317.625,537,55.8,94.8,22.2,58.5,0.0,0.452,77.95,1.61,3.49,7.89,3.48,94.42,2.39,106.95,12.53,0.0
FARM_V2,R02,2027-06-27,86,1,595,604,0,604,396,3.952,0.039,176.19,0.2917,411.928,562,55.7,86.8,22.5,60.9,0.0,0.458,80.73,1.21,2.98,7.71,3.58,96.21,2.27,106.31,10.1,7.48
FARM_V2,R02,2027-06-28,86,2,596,604,2,602,398,3.877,-0.036,171.164,0.2834,410.72,575,54.9,88.2,22.3,61.1,0.0,0.462,79.02,2.01,3.43,7.98,3.5,95.94,2.19,104.94,9.0,0.0
FARM_V2,R02,2027-06-29,86,3,597,602,2,600,400,3.905,-0.008,161.254,0.2679,328.692,575,56.2,94.1,21.7,61.5,0.0,0.448,72.29,2.0,2.87,7.82,2.85,87.83,2.38,114.04,26.21,0.0
FARM_V2,R02,2027-06-30,86,4,598,600,0,600,400,3.938,0.025,162.919,0.2715,334.2,554,53.9,91.7,21.6,58.7,0.0,0.446,72.6,1.2,3.43,8.01,3.1,88.34,2.4,110.8,22.46,10.861
FARM_V2,R02,2027-07-01,86,5,599,600,1,599,401,3.878,-0.035,155.406,0.259,283.2,536,54.0,85.2,22.3,61.9,0.0,0.438,68.11,1.6,3.06,7.98,2.06,82.81,2.32,103.63,20.82,0.0
FARM_V2,R02,2027-07-02,86,6,600,599,2,597,403,3.929,0.016,163.936,0.2737,333.643,529,54.6,93.7,20.7,54.0,0.0,0.437,71.61,2.0,2.97,7.64,2.58,86.8,2.31,101.83,15.03,17.105
FARM_V2,R02,2027-07-03,86,7,601,597,3,594,406,3.934,0.021,171.913,0.288,345.066,564,53.1,86.9,19.7,52.4,0.014,0.457,78.62,2.39,2.88,8.31,2.32,94.52,2.54,119.38,24.86,13.712
FARM_V2,R02,2027-07-04,87,1,602,594,0,594,406,3.93,0.017,161.894,0.2725,351.648,562,54.9,85.6,21.1,52.4,0.0,0.452,73.13,1.19,2.97,8.17,2.52,87.98,2.35,110.06,22.08,16.032
FARM_V2,R02,2027-07-05,87,2,603,594,0,594,406,3.903,-0.01,159.26,0.2681,350.46,540,52.9,94.5,21.4,52.4,0.0,0.432,68.8,1.19,3.21,7.84,3.31,84.35,2.47,111.15,26.8,0.0
FARM_V2,R02,2027-07-06,87,3,604,594,0,594,406,3.941,0.028,172.742,0.2908,422.334,521,54.2,90.1,20.2,60.3,0.0,0.456,78.75,1.19,3.29,7.93,2.48,93.64,2.26,98.12,4.48,10.386
FARM_V2,R02,2027-07-07,87,4,605,594,1,593,407,3.934,0.021,173.629,0.2923,409.86,550,55.1,92.4,20.8,57.9,0.0,0.438,76.06,1.59,3.18,7.81,2.17,90.81,2.18,99.92,9.11,13.919
FARM_V2,R02,2027-07-08,87,5,606,593,1,592,408,3.877,-0.036,169.895,0.2865,343.94,558,51.7,86.3,22.2,61.6,0.0,0.432,73.45,1.59,3.36,8.01,3.36,89.77,2.54,118.11,28.34,0.0
FARM_V2,R02,2027-07-09,87,6,607,592,0,592,408,3.921,0.008,163.071,0.2755,339.808,543,55.1,86.6,20.9,51.9,0.0,0.434,70.77,1.18,3.1,8.06,2.07,85.18,2.38,107.69,22.51,34.432
FARM_V2,R02,2027-07-10,87,7,608,592,0,592,408,3.897,-0.016,167.842,0.2835,389.536,541,54.7,85.9,21.7,50.5,0.0,0.447,74.97,1.18,2.78,8.11,2.71,89.75,2.41,108.65,18.9,0.0
FARM_V2,R02,2027-07-11,88,1,609,592,2,590,410,3.892,-0.021,169.0,0.2855,375.92,526,55.6,88.9,19.6,57.4,0.019,0.453,76.59,1.98,3.21,8.19,2.73,92.7,2.45,107.39,14.69,0.0
FARM_V2,R02,2027-07-12,88,2,610,590,0,590,410,3.891,-0.022,170.953,0.2898,366.39,529,57.4,91.7,21.7,58.6,0.0,0.428,73.24,1.18,3.01,8.33,2.61,88.37,2.39,105.36,16.99,0.0
FARM_V2,R02,2027-07-13,88,3,611,590,1,589,411,3.912,-0.001,153.358,0.2599,366.98,555,51.8,84.8,19.5,56.8,0.023,0.443,67.89,1.58,3.02,8.34,2.97,83.8,2.21,102.21,18.41,0.0
FARM_V2,R02,2027-07-14,88,4,612,589,0,589,411,3.934,0.021,163.267,0.2772,312.759,564,55.4,93.1,21.6,51.3,0.0,0.432,70.56,1.18,3.19,8.22,3.38,86.53,2.4,112.8,26.27,13.2
FARM_V2,R02,2027-07-15,88,5,613,589,0,589,411,3.911,-0.002,160.06,0.2717,290.377,558,55.8,90.6,20.2,52.9,0.0,0.442,70.76,1.18,3.01,7.79,2.02,84.76,2.49,115.79,31.03,0.0
FARM_V2,R02,2027-07-16,88,6,614,589,0,589,411,3.939,0.026,166.726,0.2831,399.931,551,60.2,89.8,20.7,54.2,0.0,0.449,74.84,1.18,3.04,8.27,2.94,90.27,2.55,117.09,26.82,10.887
FARM_V2,R02,2027-07-17,88,7,615,589,0,589,411,3.95,0.037,171.798,0.2917,405.821,532,50.1,86.6,20.4,56.7,0.0,0.435,74.8,1.18,2.76,8.24,2.99,89.97,2.27,100.64,10.67,7.883
FARM_V2,R02,2027-07-18,89,1,616,589,0,589,411,3.891,-0.022,169.661,0.288,314.526,536,53.8,94.0,21.9,51.3,0.0,0.438,74.35,1.18,3.03,8.19,2.24,88.99,2.24,100.05,11.06,0.0
FARM_V2,R02,2027-07-19,89,2,617,589,0,589,411,3.942,0.029,168.266,0.2857,319.827,549,54.4,85.4,20.5,57.3,0.0,0.425,71.47,1.18,2.88,8.33,2.85,86.71,2.5,114.38,27.67,9.851
FARM_V2,R02,2027-07-20,89,3,618,589,0,589,411,3.919,0.006,158.05,0.2683,394.63,517,56.6,90.8,21.9,55.6,0.0,0.424,66.97,1.18,3.32,7.65,2.29,81.41,2.4,103.4,21.99,44.723
FARM_V2,R02,2027-07-21,89,4,619,589,0,589,411,3.904,-0.009,163.365,0.2774,353.4,540,54.0,94.1,20.8,55.1,0.0,0.426,69.59,1.18,3.24,8.13,2.09,84.23,2.53,113.85,29.62,0.0
FARM_V2,R02,2027-07-22,89,5,620,589,0,589,411,3.92,0.007,158.94,0.2698,357.523,499,55.8,91.4,19.3,52.9,0.033,0.433,68.87,1.18,2.88,8.17,2.39,83.49,2.29,95.23,11.74,38.55
FARM_V2,R02,2027-07-23,89,6,621,589,0,589,411,3.916,0.003,155.687,0.2643,371.07,526,54.2,93.2,21.0,59.9,0.0,0.43,66.97,1.18,3.19,8.05,2.82,82.21,2.4,105.2,22.99,88.108
FARM_V2,R02,2027-07-24,89,7,622,589,1,588,412,3.95,0.037,164.576,0.2794,401.109,518,58.6,90.8,20.6,57.1,0.0,0.442,72.77,1.58,3.22,7.93,2.35,87.85,2.41,104.03,16.18,7.552
FARM_V2,R02,2027-07-25,90,1,623,588,0,588,412,3.91,-0.003,165.816,0.282,373.968,509,55.7,88.0,19.6,52.1,0.019,0.446,73.88,1.18,2.79,8.31,2.31,88.47,2.32,98.41,9.94,0.0
FARM_V2,R02,2027-07-26,90,2,624,588,1,587,413,3.911,-0.002,160.754,0.2734,318.696,502,55.4,92.0,19.5,56.0,0.023,0.43,69.04,1.58,2.97,8.16,2.66,84.41,2.34,97.89,13.48,0.0
FARM_V2,R02,2027-07-27,90,3,625,587,0,587,413,3.937,0.024,157.237,0.2679,304.066,499,50.9,92.3,19.3,51.7,0.033,0.434,68.27,1.17,3.11,8.23,2.93,83.71,2.28,94.81,11.1,11.161
FARM_V2,R02,2027-07-28,90,4,626,587,1,586,414,3.889,-0.024,170.641,0.2907,351.613,502,55.2,94.1,21.8,59.9,0.0,0.428,73.1,1.57,2.82,7.62,3.46,88.57,2.3,96.22,7.65,0.0
FARM_V2,R02,2027-07-29,90,5,627,586,2,584,416,3.928,0.015,166.988,0.285,385.588,544,56.9,89.5,20.9,59.7,0.0,0.428,71.51,1.97,3.18,8.3,3.02,87.98,2.29,103.81,15.83,18.997
FARM_V2,R02,2027-07-30,90,6,628,584,0,584,416,3.943,0.03,167.656,0.2871,335.216,507,55.0,84.5,19.8,52.2,0.009,0.436,73.02,1.17,2.99,8.05,3.33,88.56,2.67,112.81,24.25,9.569
FARM_V2,R02,2027-07-31,90,7,629,584,2,582,418,3.884,-0.029,150.916,0.2584,372.592,546,57.5,93.0,20.3,50.1,0.0,0.428,64.66,1.97,3.18,8.34,2.77,80.92,2.42,110.11,29.19,0.0
FARM_V2,R02,2027-08-01,91,1,630,582,1,581,419,3.947,0.034,167.198,0.2873,416.712,498,57.3,92.0,21.0,51.8,0.0,0.438,73.2,1.56,3.1,7.72,2.89,88.47,2.47,102.51,14.04,8.449
FARM_V2,R02,2027-08-02,91,2,631,581,1,580,420,3.918,0.005,160.969,0.2771,393.337,502,57.0,87.1,20.8,60.3,0.0,0.438,70.5,1.56,2.78,8.2,2.55,85.59,2.51,105.0,19.41,55.411
FARM_V2,R02,2027-08-03,91,3,632,580,1,579,421,3.942,0.029,161.089,0.2777,346.26,511,56.8,87.6,18.8,60.4,0.056,0.419,67.42,1.56,3.28,7.99,2.85,83.1,2.58,109.86,26.76,9.577
FARM_V2,R02,2027-08-04,91,4,633,579,0,579,421,3.889,-0.024,150.238,0.2595,312.081,513,54.0,94.6,20.8,61.5,0.0,0.427,64.17,1.16,2.87,8.1,2.61,78.91,2.57,109.87,30.96,0.0
FARM_V2,R02,2027-08-05,91,5,634,579,0,579,421,3.897,-0.016,168.009,0.2902,410.511,526,53.0,87.5,20.6,49.9,0.001,0.421,70.66,1.16,3.29,7.85,3.38,86.34,2.67,117.03,30.69,0.0
FARM_V2,R02,2027-08-06,91,6,635,579,0,579,421,3.902,-0.011,153.217,0.2646,358.98,536,52.8,87.3,20.1,58.3,0.0,0.42,64.3,1.16,2.87,8.12,1.96,78.41,2.55,113.9,35.49,0.0
FARM_V2,R02,2027-08-07,91,7,636,579,1,578,422,3.935,0.022,151.648,0.2619,273.288,496,58.0,89.3,21.5,58.5,0.0,0.439,66.5,1.56,2.89,8.0,2.37,81.32,2.68,110.77,29.45,11.905
FARM_V2,R02,2027-08-08,92,1,637,578,0,578,422,3.941,0.028,154.512,0.2673,383.792,549,56.2,92.3,20.7,53.5,0.0,0.414,63.96,1.16,3.26,7.78,2.57,78.73,2.38,108.89,30.16,9.547
FARM_V2,R02,2027-08-09,92,2,638,578,0,578,422,3.881,-0.032,163.646,0.2831,405.756,496,57.6,88.0,19.1,58.6,0.042,0.418,68.42,1.16,3.02,7.75,2.22,82.57,2.59,107.05,24.48,0.0
FARM_V2,R02,2027-08-10,92,3,639,578,0,578,422,3.892,-0.021,149.566,0.2588,347.378,541,53.8,88.2,20.9,52.8,0.0,0.413,61.83,1.16,2.71,7.8,1.8,75.3,2.43,109.55,34.25,0.0
FARM_V2,R02,2027-08-11,92,4,640,578,1,577,423,3.904,-0.009,152.505,0.2638,341.02,525,53.4,92.3,19.7,52.3,0.014,0.413,62.93,1.56,3.08,8.36,2.92,78.85,2.62,114.63,35.78,0.0
FARM_V2,R02,2027-08-12,92,5,641,577,1,576,424,3.948,0.035,160.793,0.2787,400.438,520,53.4,87.9,20.3,58.0,0.0,0.417,67.11,1.55,2.9,8.01,2.29,81.86,2.66,115.27,33.41,7.962
FARM_V2,R02,2027-08-13,92,6,642,576,0,576,424,3.906,-0.007,154.957,0.269,311.04,488,54.1,92.6,19.6,53.9,0.019,0.418,64.75,1.15,3.29,8.27,2.41,79.87,2.44,99.23,19.36,0.0
FARM_V2,R02,2027-08-14,92,7,643,576,0,576,424,3.937,0.024,158.792,0.2757,295.488,496,54.8,92.1,19.7,50.8,0.014,0.424,67.26,1.15,2.75,8.04,3.26,82.46,2.49,102.92,20.46,11.487
FARM_V2,R02,2027-08-15,93,1,644,576,0,576,424,3.882,-0.031,154.556,0.2683,342.144,519,54.7,88.5,19.8,56.2,0.009,0.42,64.99,1.15,2.83,7.72,3.08,79.77,2.7,116.78,37.01,0.0
FARM_V2,R02,2027-08-16,93,2,645,576,1,575,425,3.934,0.021,151.719,0.2634,277.056,535,57.4,85.7,20.5,59.6,0.0,0.43,65.31,1.55,2.79,8.26,2.28,80.19,2.64,117.7,37.51,12.543
FARM_V2,R02,2027-08-17,93,3,646,575,0,575,425,3.901,-0.012,159.361,0.2771,317.975,520,50.0,92.8,19.9,55.3,0.005,0.41,65.4,1.15,2.8,7.63,3.14,80.12,2.54,110.07,29.95,0.0
FARM_V2,R02,2027-08-18,93,4,647,575,3,572,428,3.897,-0.016,161.87,0.2815,314.525,495,53.5,88.6,19.1,54.5,0.042,0.415,67.22,2.35,3.25,8.38,2.29,83.49,2.52,103.95,20.46,0.0
